Enfermedad;Indicador;Year;Pais;Region;Genero;Area;Numeric;Lim_inf;Lim_sup
Las enfermedades no transmisibles;Tasa de mortalidad debida a las ENT estandarizada por edades;2010;Colombia;Región de las Américas;Total;;362.6839;sin datos;sin datos
Las enfermedades no transmisibles;Tasa de mortalidad debida a las ENT estandarizada por edades;2010;Colombia;Región de las Américas;Hombres;;399.8506;sin datos;sin datos
Las enfermedades no transmisibles;Tasa de mortalidad debida a las ENT estandarizada por edades;2010;Colombia;Región de las Américas;Mujeres;;333.8693;sin datos;sin datos
Las enfermedades no transmisibles;Tasa de mortalidad debida a las ENT estandarizada por edades;2015;Colombia;Región de las Américas;Total;;346.5577;sin datos;sin datos
Las enfermedades no transmisibles;Tasa de mortalidad debida a las ENT estandarizada por edades;2015;Colombia;Región de las Américas;Hombres;;387.0022;sin datos;sin datos
Las enfermedades no transmisibles;Tasa de mortalidad debida a las ENT estandarizada por edades;2015;Colombia;Región de las Américas;Mujeres;;315.2038;sin datos;sin datos
Las enfermedades no transmisibles;Tasa de mortalidad debida a las ENT estandarizada por edades;2019;Colombia;Región de las Américas;Total;;326.0131;sin datos;sin datos
Las enfermedades no transmisibles;Tasa de mortalidad debida a las ENT estandarizada por edades;2019;Colombia;Región de las Américas;Hombres;;369.4976;sin datos;sin datos
Las enfermedades no transmisibles;Tasa de mortalidad debida a las ENT estandarizada por edades;2019;Colombia;Región de las Américas;Mujeres;;292.0885;sin datos;sin datos
Las enfermedades no transmisibles;Consumo total de alcohol per cápita;2000;Colombia;Región de las Américas;Total;;5.34;3.21;7.48
Las enfermedades no transmisibles;Consumo total de alcohol per cápita;2000;Colombia;Región de las Américas;Hombres;;8.69;5.22;12.21
Las enfermedades no transmisibles;Consumo total de alcohol per cápita;2000;Colombia;Región de las Américas;Mujeres;;2.12;1.27;3.04
Las enfermedades no transmisibles;Consumo total de alcohol per cápita;2005;Colombia;Región de las Américas;Total;;5.23;3.14;7.43
Las enfermedades no transmisibles;Consumo total de alcohol per cápita;2005;Colombia;Región de las Américas;Hombres;;8.53;5.13;12.13
Las enfermedades no transmisibles;Consumo total de alcohol per cápita;2005;Colombia;Región de las Américas;Mujeres;;2.06;1.24;2.99
Las enfermedades no transmisibles;Consumo total de alcohol per cápita;2010;Colombia;Región de las Américas;Total;;5.07;3.03;7.18
Las enfermedades no transmisibles;Consumo total de alcohol per cápita;2010;Colombia;Región de las Américas;Hombres;;8.29;4.94;11.82
Las enfermedades no transmisibles;Consumo total de alcohol per cápita;2010;Colombia;Región de las Américas;Mujeres;;1.99;1.19;2.86
Las enfermedades no transmisibles;Consumo total de alcohol per cápita;2015;Colombia;Región de las Américas;Total;;5.02;2.94;7.19
Las enfermedades no transmisibles;Consumo total de alcohol per cápita;2015;Colombia;Región de las Américas;Hombres;;8.22;4.77;11.79
Las enfermedades no transmisibles;Consumo total de alcohol per cápita;2015;Colombia;Región de las Américas;Mujeres;;1.96;1.13;2.86
Las enfermedades no transmisibles;Consumo total de alcohol per cápita;2019;Colombia;Región de las Américas;Total;;4.92;2.89;7.05
Las enfermedades no transmisibles;Consumo total de alcohol per cápita;2019;Colombia;Región de las Américas;Hombres;;8.06;4.71;11.56
Las enfermedades no transmisibles;Consumo total de alcohol per cápita;2019;Colombia;Región de las Américas;Mujeres;;1.91;1.1;2.78
Las enfermedades no transmisibles;Consumo actual de tabaco entre los adultos de 15 años o más;2000;Colombia;Región de las Américas;Total;;15.1;sin datos;sin datos
Las enfermedades no transmisibles;Consumo actual de tabaco entre los adultos de 15 años o más;2000;Colombia;Región de las Américas;Hombres;;22.1;sin datos;sin datos
Las enfermedades no transmisibles;Consumo actual de tabaco entre los adultos de 15 años o más;2000;Colombia;Región de las Américas;Mujeres;;8.1;sin datos;sin datos
Las enfermedades no transmisibles;Consumo actual de tabaco entre los adultos de 15 años o más;2005;Colombia;Región de las Américas;Total;;13.2;sin datos;sin datos
Las enfermedades no transmisibles;Consumo actual de tabaco entre los adultos de 15 años o más;2005;Colombia;Región de las Américas;Hombres;;19.4;sin datos;sin datos
Las enfermedades no transmisibles;Consumo actual de tabaco entre los adultos de 15 años o más;2005;Colombia;Región de las Américas;Mujeres;;7;sin datos;sin datos
Las enfermedades no transmisibles;Consumo actual de tabaco entre los adultos de 15 años o más;2010;Colombia;Región de las Américas;Total;;11.4;sin datos;sin datos
Las enfermedades no transmisibles;Consumo actual de tabaco entre los adultos de 15 años o más;2010;Colombia;Región de las Américas;Hombres;;16.6;sin datos;sin datos
Las enfermedades no transmisibles;Consumo actual de tabaco entre los adultos de 15 años o más;2010;Colombia;Región de las Américas;Mujeres;;6.1;sin datos;sin datos
Las enfermedades no transmisibles;Consumo actual de tabaco entre los adultos de 15 años o más;2015;Colombia;Región de las Américas;Total;;9.9;sin datos;sin datos
Las enfermedades no transmisibles;Consumo actual de tabaco entre los adultos de 15 años o más;2015;Colombia;Región de las Américas;Hombres;;14.4;sin datos;sin datos
Las enfermedades no transmisibles;Consumo actual de tabaco entre los adultos de 15 años o más;2015;Colombia;Región de las Américas;Mujeres;;5.3;sin datos;sin datos
Las enfermedades no transmisibles;Consumo actual de tabaco entre los adultos de 15 años o más;2018;Colombia;Región de las Américas;Total;;8.8;sin datos;sin datos
Las enfermedades no transmisibles;Consumo actual de tabaco entre los adultos de 15 años o más;2018;Colombia;Región de las Américas;Hombres;;13.2;sin datos;sin datos
Las enfermedades no transmisibles;Consumo actual de tabaco entre los adultos de 15 años o más;2018;Colombia;Región de las Américas;Mujeres;;4.8;sin datos;sin datos
Las enfermedades no transmisibles;Consumo actual de tabaco entre los adultos de 15 años o más;2019;Colombia;Región de las Américas;Total;;8.8;sin datos;sin datos
Las enfermedades no transmisibles;Consumo actual de tabaco entre los adultos de 15 años o más;2019;Colombia;Región de las Américas;Hombres;;12.8;sin datos;sin datos
Las enfermedades no transmisibles;Consumo actual de tabaco entre los adultos de 15 años o más;2019;Colombia;Región de las Américas;Mujeres;;4.7;sin datos;sin datos
Las enfermedades no transmisibles;Ingesta promedio de sal de la población: adultos de 25 años o más;2000;Colombia;Región de las Américas;Total;;11.84432415;11.1336525;12.53999528
Las enfermedades no transmisibles;Ingesta promedio de sal de la población: adultos de 25 años o más;2000;Colombia;Región de las Américas;Hombres;;13.90248615;12.73680562;15.20378164
Las enfermedades no transmisibles;Ingesta promedio de sal de la población: adultos de 25 años o más;2000;Colombia;Región de las Américas;Mujeres;;9.94875159;9.268702419;10.71582773
Las enfermedades no transmisibles;Ingesta promedio de sal de la población: adultos de 25 años o más;2001;Colombia;Región de las Américas;Total;;11.83641739;11.14627483;12.5312236
Las enfermedades no transmisibles;Ingesta promedio de sal de la población: adultos de 25 años o más;2001;Colombia;Región de las Américas;Hombres;;13.90058902;12.75821734;15.16403126
Las enfermedades no transmisibles;Ingesta promedio de sal de la población: adultos de 25 años o más;2001;Colombia;Región de las Américas;Mujeres;;9.939194281;9.271560965;10.68905584
Las enfermedades no transmisibles;Ingesta promedio de sal de la población: adultos de 25 años o más;2002;Colombia;Región de las Américas;Total;;11.82847621;11.15282959;12.5246663
Las enfermedades no transmisibles;Ingesta promedio de sal de la población: adultos de 25 años o más;2002;Colombia;Región de las Américas;Hombres;;13.8994104;12.75047984;15.14177406
Las enfermedades no transmisibles;Ingesta promedio de sal de la población: adultos de 25 años o más;2002;Colombia;Región de las Américas;Mujeres;;9.929490208;9.283784119;10.64185279
Las enfermedades no transmisibles;Ingesta promedio de sal de la población: adultos de 25 años o más;2003;Colombia;Región de las Américas;Total;;11.82103884;11.15669459;12.49197044
Las enfermedades no transmisibles;Ingesta promedio de sal de la población: adultos de 25 años o más;2003;Colombia;Región de las Américas;Hombres;;13.89928698;12.75238758;15.11036991
Las enfermedades no transmisibles;Ingesta promedio de sal de la población: adultos de 25 años o más;2003;Colombia;Región de las Américas;Mujeres;;9.919933978;9.288749703;10.60658854
Las enfermedades no transmisibles;Ingesta promedio de sal de la población: adultos de 25 años o más;2004;Colombia;Región de las Américas;Total;;11.81466354;11.14257504;12.49990581
Las enfermedades no transmisibles;Ingesta promedio de sal de la población: adultos de 25 años o más;2004;Colombia;Región de las Américas;Hombres;;13.9004651;12.77036569;15.09606798
Las enfermedades no transmisibles;Ingesta promedio de sal de la población: adultos de 25 años o más;2004;Colombia;Región de las Américas;Mujeres;;9.910930855;9.281781392;10.58584075
Las enfermedades no transmisibles;Ingesta promedio de sal de la población: adultos de 25 años o más;2005;Colombia;Región de las Américas;Total;;11.80975556;11.13179661;12.51298304
Las enfermedades no transmisibles;Ingesta promedio de sal de la población: adultos de 25 años o más;2005;Colombia;Región de las Américas;Hombres;;13.90276955;12.74080884;15.09302858
Las enfermedades no transmisibles;Ingesta promedio de sal de la población: adultos de 25 años o más;2005;Colombia;Región de las Américas;Mujeres;;9.902610552;9.278206594;10.58519039
Las enfermedades no transmisibles;Ingesta promedio de sal de la población: adultos de 25 años o más;2006;Colombia;Región de las Américas;Total;;11.8059631;11.13384654;12.49791264
Las enfermedades no transmisibles;Ingesta promedio de sal de la población: adultos de 25 años o más;2006;Colombia;Región de las Américas;Hombres;;13.90572968;12.7779376;15.06611194
Las enfermedades no transmisibles;Ingesta promedio de sal de la población: adultos de 25 años o más;2006;Colombia;Región de las Américas;Mujeres;;9.894894119;9.283161753;10.56246654
Las enfermedades no transmisibles;Ingesta promedio de sal de la población: adultos de 25 años o más;2007;Colombia;Región de las Américas;Total;;11.80255904;11.13821095;12.49258687
Las enfermedades no transmisibles;Ingesta promedio de sal de la población: adultos de 25 años o más;2007;Colombia;Región de las Américas;Hombres;;13.90911821;12.8157747;15.06339729
Las enfermedades no transmisibles;Ingesta promedio de sal de la población: adultos de 25 años o más;2007;Colombia;Región de las Américas;Mujeres;;9.887331439;9.27367803;10.54774836
Las enfermedades no transmisibles;Ingesta promedio de sal de la población: adultos de 25 años o más;2008;Colombia;Región de las Américas;Total;;11.79940575;11.15186113;12.48514805
Las enfermedades no transmisibles;Ingesta promedio de sal de la población: adultos de 25 años o más;2008;Colombia;Región de las Américas;Hombres;;13.91282818;12.80277894;15.07387484
Las enfermedades no transmisibles;Ingesta promedio de sal de la población: adultos de 25 años o más;2008;Colombia;Región de las Américas;Mujeres;;9.879896372;9.28393436;10.54869651
Las enfermedades no transmisibles;Ingesta promedio de sal de la población: adultos de 25 años o más;2009;Colombia;Región de las Américas;Total;;11.79651068;11.16178975;12.49067313
Las enfermedades no transmisibles;Ingesta promedio de sal de la población: adultos de 25 años o más;2009;Colombia;Región de las Américas;Hombres;;13.91673129;12.83132923;15.12010785
Las enfermedades no transmisibles;Ingesta promedio de sal de la población: adultos de 25 años o más;2009;Colombia;Región de las Américas;Mujeres;;9.872626919;9.305444297;10.56252025
Las enfermedades no transmisibles;Ingesta promedio de sal de la población: adultos de 25 años o más;2010;Colombia;Región de las Américas;Total;;11.7939717;11.17273785;12.49481852
Las enfermedades no transmisibles;Ingesta promedio de sal de la población: adultos de 25 años o más;2010;Colombia;Región de las Américas;Hombres;;13.92090031;12.82024878;15.11402923
Las enfermedades no transmisibles;Ingesta promedio de sal de la población: adultos de 25 años o más;2010;Colombia;Región de las Américas;Mujeres;;9.86564233;9.289479652;10.54472773
Las enfermedades no transmisibles;Ingesta promedio de sal de la población: adultos de 25 años o más;2011;Colombia;Región de las Américas;Total;;11.79148424;11.17762708;12.46786222
Las enfermedades no transmisibles;Ingesta promedio de sal de la población: adultos de 25 años o más;2011;Colombia;Región de las Américas;Hombres;;13.92548279;12.85786342;15.08460255
Las enfermedades no transmisibles;Ingesta promedio de sal de la población: adultos de 25 años o más;2011;Colombia;Región de las Américas;Mujeres;;9.858814544;9.290383523;10.51897287
Las enfermedades no transmisibles;Ingesta promedio de sal de la población: adultos de 25 años o más;2012;Colombia;Región de las Américas;Total;;11.7889099;11.19355072;12.46402946
Las enfermedades no transmisibles;Ingesta promedio de sal de la población: adultos de 25 años o más;2012;Colombia;Región de las Américas;Hombres;;13.93053462;12.87855021;15.09230274
Las enfermedades no transmisibles;Ingesta promedio de sal de la población: adultos de 25 años o más;2012;Colombia;Región de las Américas;Mujeres;;9.852041086;9.294534238;10.48574276
